Account_Planning,Calendar_Year,Financial_Entity,Submission,MainPlan_Option,Renewal_Selection,Option_Tag,Common_Key_Figure
0000008940,2039,9000000010,00000000002020,M,,,591
0000008940,2040,9000000003,00000000002020,M,,,0
0000008940,2040,9000000004,00000000002020,M,,,97
0000008940,2040,9000000005,00000000002020,M,,,16
0000008940,2040,9000000007,00000000002020,M,,,7
0000008940,2040,9000000010,00000000002020,M,,,437
0000008950,2028,9000000003,00000000002020,M,,,5
0000008950,2028,9000000003,00000000002020,M,,,12
0000008950,2029,9000000003,00000000002020,M,,,13
0000008950,2029,9000000004,00000000002020,M,,,7
0000008950,2029,9000000008,00000000002020,M,,,-48
0000008950,2030,9000000003,00000000002020,M,,,12
0000008950,2030,9000000004,00000000002020,M,,,12
0000008950,2030,9000000008,00000000002020,M,,,5
0000008950,2031,9000000003,00000000002020,M,,,5
0000008950,2031,9000000004,00000000002020,M,,,17
0000008950,2031,9000000008,00000000002020,M,,,5
0000008950,2032,9000000003,00000000002020,M,,,3
0000008950,2032,9000000004,00000000002020,M,,,22
0000008950,2032,9000000008,00000000002020,M,,,5
0000008950,2033,9000000003,00000000002020,M,,,2
0000008950,2033,9000000004,00000000002020,M,,,26
0000008950,2033,9000000008,00000000002020,M,,,5
0000008950,2034,9000000004,00000000002020,M,,,31
0000008950,2034,9000000008,00000000002020,M,,,5
0000008950,2035,9000000004,00000000002020,M,,,35
0000008950,2035,9000000008,00000000002020,M,,,5
0000008950,2036,9000000008,00000000002020,M,,,5
0000008950,2037,9000000008,00000000002020,M,,,5
0000008950,2038,9000000008,00000000002020,M,,,5
0000008950,2039,9000000008,00000000002020,M,,,2
0000008960,2028,9000000004,00000000002020,M,,,-15
0000008960,2028,9000000004,00000000002020,M,,,-18
0000008960,2028,9000000005,00000000002020,M,,,-4
0000008960,2028,9000000005,00000000002020,M,,,-7
0000008960,2028,9000000006,00000000002020,M,,,-1
0000008960,2028,9000000006,00000000002020,M,,,-2
0000008960,2028,9000000007,00000000002020,M,,,-4
0000008960,2028,9000000007,00000000002020,M,,,-13
0000008960,2028,9000000009,00000000002020,M,,,-1
0000008960,2028,9000000009,00000000002020,M,,,-1
0000008960,2028,9000000011,00000000002020,M,,,0
0000008960,2028,9000000011,00000000002020,M,,,3
0000008960,2028,9000000012,00000000002020,M,,,13
0000008960,2028,9000000012,00000000002020,M,,,60
0000008960,2029,9000000004,00000000002020,M,,,-24
0000008960,2029,9000000005,00000000002020,M,,,-10
0000008960,2029,9000000006,00000000002020,M,,,122
0000008960,2029,9000000007,00000000002020,M,,,-17
0000008960,2029,9000000009,00000000002020,M,,,-1
0000008960,2029,9000000011,00000000002020,M,,,2
0000008960,2030,9000000004,00000000002020,M,,,-43
0000008960,2030,9000000005,00000000002020,M,,,-10
0000008960,2030,9000000006,00000000002020,M,,,90
0000008960,2030,9000000007,00000000002020,M,,,-16
0000008960,2030,9000000009,00000000002020,M,,,-1
0000008960,2030,9000000011,00000000002020,M,,,7
0000008960,2031,9000000004,00000000002020,M,,,-49
0000008960,2031,9000000005,00000000002020,M,,,-10
0000008960,2031,9000000006,00000000002020,M,,,74
0000008960,2031,9000000007,00000000002020,M,,,-13
0000008960,2031,9000000009,00000000002020,M,,,-1
0000008960,2031,9000000011,00000000002020,M,,,7
0000008960,2032,9000000004,00000000002020,M,,,-55
0000008960,2032,9000000005,00000000002020,M,,,-10
0000008960,2032,9000000006,00000000002020,M,,,68
0000008960,2032,9000000007,00000000002020,M,,,-5
0000008960,2032,9000000009,00000000002020,M,,,23
0000008960,2032,9000000011,00000000002020,M,,,29
0000008960,2033,9000000004,00000000002020,M,,,-60
0000008960,2033,9000000005,00000000002020,M,,,-11
0000008960,2033,9000000006,00000000002020,M,,,60
0000008960,2033,9000000007,00000000002020,M,,,-13
0000008960,2033,9000000009,00000000002020,M,,,61
0000008960,2033,9000000011,00000000002020,M,,,30
0000008960,2034,9000000004,00000000002020,M,,,-66
0000008960,2034,9000000005,00000000002020,M,,,-11
0000008960,2034,9000000006,00000000002020,M,,,56
0000008960,2034,9000000007,00000000002020,M,,,-14
0000008960,2034,9000000009,00000000002020,M,,,8
0000008960,2034,9000000011,00000000002020,M,,,84
0000008960,2035,9000000004,00000000002020,M,,,-71
0000008960,2035,9000000005,00000000002020,M,,,-11
0000008960,2035,9000000006,00000000002020,M,,,47
0000008960,2035,9000000007,00000000002020,M,,,-14
0000008960,2035,9000000009,00000000002020,M,,,2
0000008960,2035,9000000011,00000000002020,M,,,97
0000008960,2036,9000000004,00000000002020,M,,,-33
0000008960,2036,9000000005,00000000002020,M,,,24
0000008960,2036,9000000006,00000000002020,M,,,46
0000008960,2036,9000000007,00000000002020,M,,,-13
0000008960,2036,9000000009,00000000002020,M,,,2
0000008960,2036,9000000011,00000000002020,M,,,56
0000008960,2037,9000000004,00000000002020,M,,,-34
0000008960,2037,9000000005,00000000002020,M,,,193
0000008960,2037,9000000006,00000000002020,M,,,43
0000008960,2037,9000000007,00000000002020,M,,,-12
0000008960,2037,9000000009,00000000002020,M,,,2
0000008960,2037,9000000011,00000000002020,M,,,51
0000008960,2038,9000000004,00000000002020,M,,,97
0000008960,2038,9000000005,00000000002020,M,,,201
0000008960,2038,9000000006,00000000002020,M,,,13
0000008960,2038,9000000007,00000000002020,M,,,20
0000008960,2038,9000000009,00000000002020,M,,,2
0000008960,2038,9000000011,00000000002020,M,,,11
0000008960,2039,9000000004,00000000002020,M,,,91
0000008960,2039,9000000005,00000000002020,M,,,205
0000008960,2039,9000000007,00000000002020,M,,,-15
0000008960,2039,9000000009,00000000002020,M,,,2
0000008960,2039,9000000011,00000000002020,M,,,3
0000008960,2040,9000000004,00000000002020,M,,,84
0000008960,2040,9000000005,00000000002020,M,,,175
0000008960,2040,9000000007,00000000002020,M,,,22
0000008960,2040,9000000009,00000000002020,M,,,2
0000008970,2028,9000000009,00000000002020,M,,,-2
0000008970,2028,9000000009,00000000002020,M,,,-50
0000008970,2028,9000000010,00000000002020,M,,,-1
0000008970,2028,9000000010,00000000002020,M,,,-2
0000008970,2029,9000000009,00000000002020,M,,,7
0000008970,2029,9000000010,00000000002020,M,,,-3
0000008970,2030,9000000010,00000000002020,M,,,-3
0000008970,2031,9000000010,00000000002020,M,,,-3
0000008970,2032,9000000010,00000000002020,M,,,-3
0000008970,2033,9000000010,00000000002020,M,,,-3
0000008970,2034,9000000010,00000000002020,M,,,-3
0000008970,2035,9000000004,00000000002020,M,,,-268
0000008970,2035,9000000010,00000000002020,M,,,-3
0000008970,2036,9000000010,00000000002020,M,,,-3
0000008970,2037,9000000010,00000000002020,M,,,-3
0000008970,2038,9000000010,00000000002020,M,,,-3
0000008970,2039,9000000010,00000000002020,M,,,-3
0000008970,2040,9000000010,00000000002020,M,,,-3
0000009000,2028,9000000007,00000000002020,M,,,-18
0000009000,2028,9000000009,00000000002020,M,,,-2
0000009000,2028,9000000009,00000000002020,M,,,-4
0000009000,2028,9000000012,00000000002020,M,,,-18
0000009000,2029,9000000009,00000000002020,M,,,-1
0000009000,2029,9000000012,00000000002020,M,,,-25
0000009000,2030,9000000012,00000000002020,M,,,-17
0000009000,2031,9000000012,00000000002020,M,,,-18
0000009000,2032,9000000012,00000000002020,M,,,-14
0000009000,2033,9000000012,00000000002020,M,,,-13
0000009000,2034,9000000012,00000000002020,M,,,-9
0000009000,2035,9000000012,00000000002020,M,,,-8
0000009000,2036,9000000012,00000000002020,M,,,-7
0000009000,2037,9000000012,00000000002020,M,,,-6
0000009000,2038,9000000012,00000000002020,M,,,-4
0000009000,2039,9000000012,00000000002020,M,,,-3
0000009000,2040,9000000012,00000000002020,M,,,-2
0000010150,2028,9000000007,00000000002020,M,,,0
0000010150,2028,9000000011,00000000002020,M,,,0
0000010150,2029,9000000007,00000000002020,M,,,0
0000010150,2029,9000000011,00000000002020,M,,,0
0000010150,2030,9000000007,00000000002020,M,,,0
0000010150,2030,9000000011,00000000002020,M,,,0
0000010150,2031,9000000007,00000000002020,M,,,0
0000010150,2031,9000000011,00000000002020,M,,,0
0000010150,2032,9000000007,00000000002020,M,,,0
0000010150,2032,9000000011,00000000002020,M,,,0
0000010150,2033,9000000007,00000000002020,M,,,0
0000010150,2033,9000000011,00000000002020,M,,,0
0000010150,2034,9000000007,00000000002020,M,,,0
0000010150,2034,9000000011,00000000002020,M,,,0
0000010150,2035,9000000007,00000000002020,M,,,0
0000010150,2035,9000000011,00000000002020,M,,,0
0000010150,2036,9000000007,00000000002020,M,,,0
0000010150,2036,9000000011,00000000002020,M,,,0
0000010150,2037,9000000007,00000000002020,M,,,0
0000010150,2037,9000000011,00000000002020,M,,,0
0000010150,2038,9000000007,00000000002020,M,,,0
0000010150,2038,9000000011,00000000002020,M,,,0
0000010150,2039,9000000007,00000000002020,M,,,0
0000010150,2039,9000000011,00000000002020,M,,,0
0000010150,2040,9000000007,00000000002020,M,,,0
0000010150,2040,9000000011,00000000002020,M,,,0
0000011990,2028,9000000007,00000000002020,M,,,-34
0000011990,2028,9000000012,00000000002020,M,,,-60
0000011990,2029,9000000012,00000000002020,M,,,-92
0000011990,2030,9000000012,00000000002020,M,,,-66
0000011990,2031,9000000012,00000000002020,M,,,-71
0000011990,2032,9000000012,00000000002020,M,,,-54
0000011990,2033,9000000012,00000000002020,M,,,-48
0000011990,2034,9000000012,00000000002020,M,,,-32
0000011990,2035,9000000012,00000000002020,M,,,-31
0000011990,2036,9000000012,00000000002020,M,,,-29
0000011990,2037,9000000012,00000000002020,M,,,-27
0000011990,2038,9000000012,00000000002020,M,,,-26
0000011990,2039,9000000012,00000000002020,M,,,-20
0000011990,2040,9000000012,00000000002020,M,,,-18
0000012180,2028,9000000011,00000000002020,M,,,0
0000012190,2028,9000000009,00000000002020,M,,,1
0000012190,2028,9000000009,00000000002020,M,,,2
0000012190,2029,9000000009,00000000002020,M,,,7
0000012200,2026,9000000003,00000000002020,M,,,333
0000012200,2026,9000000004,00000000002020,M,,,1040
0000012200,2026,9000000005,00000000002020,M,,,54
0000012200,2026,9000000006,00000000002020,M,,,439
0000012200,2026,9000000007,00000000002020,M,,,324
0000012200,2026,9000000008,00000000002020,M,,,240
0000012200,2026,9000000009,00000000002020,M,,,289
0000012200,2026,9000000010,00000000002020,M,,,752
0000012200,2026,9000000011,00000000002020,M,,,183
0000012200,2026,9000000012,00000000002020,M,,,143
0000012200,2027,9000000003,00000000002020,M,,,360
0000012200,2027,9000000004,00000000002020,M,,,854
0000012200,2027,9000000005,00000000002020,M,,,51
0000012200,2027,9000000006,00000000002020,M,,,446
0000012200,2027,9000000007,00000000002020,M,,,422
0000012200,2027,9000000008,00000000002020,M,,,238
0000012200,2027,9000000009,00000000002020,M,,,321
0000012200,2027,9000000010,00000000002020,M,,,551
0000012200,2027,9000000011,00000000002020,M,,,339
0000012200,2027,9000000012,00000000002020,M,,,87
0000012200,2028,9000000003,00000000002020,M,,,77
0000012200,2028,9000000003,00000000002020,M,,,186
0000012200,2028,9000000004,00000000002020,M,,,174
0000012200,2028,9000000004,00000000002020,M,,,537
0000012200,2028,9000000005,00000000002020,M,,,12
0000012200,2028,9000000005,00000000002020,M,,,90
0000012200,2028,9000000006,00000000002020,M,,,84
0000012200,2028,9000000006,00000000002020,M,,,238
0000012200,2028,9000000007,00000000002020,M,,,98
0000012200,2028,9000000007,00000000002020,M,,,269
0000012200,2028,9000000008,00000000002020,M,,,69
0000012200,2028,9000000008,00000000002020,M,,,222
0000012200,2028,9000000009,00000000002020,M,,,35
0000012200,2028,9000000009,00000000002020,M,,,62
0000012200,2028,9000000010,00000000002020,M,,,157
0000012200,2028,9000000010,00000000002020,M,,,501
0000012200,2028,9000000011,00000000002020,M,,,80
0000012200,2028,9000000011,00000000002020,M,,,166
0000012200,2028,9000000012,00000000002020,M,,,139
0000012200,2029,9000000003,00000000002020,M,,,176
0000012200,2029,9000000004,00000000002020,M,,,779
0000012200,2029,9000000005,00000000002020,M,,,187
0000012200,2029,9000000006,00000000002020,M,,,298
0000012200,2029,9000000007,00000000002020,M,,,326
0000012200,2029,9000000008,00000000002020,M,,,216
0000012200,2029,9000000009,00000000002020,M,,,52
0000012200,2029,9000000010,00000000002020,M,,,685
0000012200,2029,9000000011,00000000002020,M,,,176
0000012200,2029,9000000012,00000000002020,M,,,209
0000012200,2030,9000000003,00000000002020,M,,,217
0000012200,2030,9000000004,00000000002020,M,,,715
0000012200,2030,9000000005,00000000002020,M,,,158
0000012200,2030,9000000006,00000000002020,M,,,269
0000012200,2030,9000000007,00000000002020,M,,,266
0000012200,2030,9000000008,00000000002020,M,,,267
0000012200,2030,9000000009,00000000002020,M,,,46
0000012200,2030,9000000010,00000000002020,M,,,780
0000012200,2030,9000000011,00000000002020,M,,,106
0000012200,2030,9000000012,00000000002020,M,,,152
0000012200,2031,9000000003,00000000002020,M,,,167
0000012200,2031,9000000004,00000000002020,M,,,656
0000012200,2031,9000000005,00000000002020,M,,,150
0000012200,2031,9000000006,00000000002020,M,,,219
0000012200,2031,9000000007,00000000002020,M,,,223
0000012200,2031,9000000008,00000000002020,M,,,239
0000012200,2031,9000000009,00000000002020,M,,,46
0000012200,2031,9000000010,00000000002020,M,,,855
0000012200,2031,9000000011,00000000002020,M,,,85
0000012200,2031,9000000012,00000000002020,M,,,215
0000012200,2032,9000000003,00000000002020,M,,,178
0000012200,2032,9000000004,00000000002020,M,,,632
0000012200,2032,9000000005,00000000002020,M,,,142
0000012200,2032,9000000006,00000000002020,M,,,155
0000012200,2032,9000000007,00000000002020,M,,,210
0000012200,2032,9000000008,00000000002020,M,,,165
0000012200,2032,9000000009,00000000002020,M,,,46
0000012200,2032,9000000010,00000000002020,M,,,918
0000012200,2032,9000000011,00000000002020,M,,,59
0000012200,2032,9000000012,00000000002020,M,,,164
0000012200,2033,9000000003,00000000002020,M,,,151
0000012200,2033,9000000004,00000000002020,M,,,583
0000012200,2033,9000000005,00000000002020,M,,,146
0000012200,2033,9000000006,00000000002020,M,,,127
0000012200,2033,9000000007,00000000002020,M,,,175
0000012200,2033,9000000008,00000000002020,M,,,153
0000012200,2033,9000000009,00000000002020,M,,,46
0000012200,2033,9000000010,00000000002020,M,,,1108
0000012200,2033,9000000011,00000000002020,M,,,69
0000012200,2033,9000000012,00000000002020,M,,,218
0000012200,2034,9000000003,00000000002020,M,,,86
0000012200,2034,9000000004,00000000002020,M,,,558
0000012200,2034,9000000005,00000000002020,M,,,157
0000012200,2034,9000000006,00000000002020,M,,,102
0000012200,2034,9000000007,00000000002020,M,,,152
0000012200,2034,9000000008,00000000002020,M,,,141
0000012200,2034,9000000009,00000000002020,M,,,46
0000012200,2034,9000000010,00000000002020,M,,,1324
0000012200,2034,9000000012,00000000002020,M,,,146
0000012200,2035,9000000003,00000000002020,M,,,56
0000012200,2035,9000000004,00000000002020,M,,,505
0000012200,2035,9000000005,00000000002020,M,,,160
0000012200,2035,9000000006,00000000002020,M,,,95
0000012200,2035,9000000007,00000000002020,M,,,133
0000012200,2035,9000000008,00000000002020,M,,,100
0000012200,2035,9000000009,00000000002020,M,,,46
0000012200,2035,9000000010,00000000002020,M,,,1180
0000012200,2035,9000000012,00000000002020,M,,,148
0000012200,2036,9000000003,00000000002020,M,,,14
0000012200,2036,9000000004,00000000002020,M,,,480
0000012200,2036,9000000005,00000000002020,M,,,159
0000012200,2036,9000000006,00000000002020,M,,,84
0000012200,2036,9000000007,00000000002020,M,,,108
0000012200,2036,9000000008,00000000002020,M,,,77
0000012200,2036,9000000009,00000000002020,M,,,46
0000012200,2036,9000000010,00000000002020,M,,,1069
0000012200,2036,9000000012,00000000002020,M,,,150
0000012200,2037,9000000003,00000000002020,M,,,5
0000012200,2037,9000000004,00000000002020,M,,,447
0000012200,2037,9000000005,00000000002020,M,,,319
0000012200,2037,9000000006,00000000002020,M,,,24
0000012200,2037,9000000007,00000000002020,M,,,90
0000012200,2037,9000000008,00000000002020,M,,,71
0000012200,2037,9000000009,00000000002020,M,,,46
0000012200,2037,9000000010,00000000002020,M,,,1078
0000012200,2037,9000000012,00000000002020,M,,,152
0000012200,2038,9000000003,00000000002020,M,,,2
0000012200,2038,9000000004,00000000002020,M,,,480
0000012200,2038,9000000005,00000000002020,M,,,162
0000012200,2038,9000000007,00000000002020,M,,,78
0000012200,2038,9000000008,00000000002020,M,,,64
0000012200,2038,9000000009,00000000002020,M,,,46
0000012200,2038,9000000010,00000000002020,M,,,1020
0000012200,2038,9000000012,00000000002020,M,,,130
0000012200,2039,9000000003,00000000002020,M,,,0
0000012200,2039,9000000004,00000000002020,M,,,438
0000012200,2039,9000000005,00000000002020,M,,,154
0000012200,2039,9000000007,00000000002020,M,,,69
0000012200,2039,9000000008,00000000002020,M,,,59
0000012200,2039,9000000009,00000000002020,M,,,46
0000012200,2039,9000000010,00000000002020,M,,,1121
0000012200,2039,9000000012,00000000002020,M,,,109
0000012200,2040,9000000003,00000000002020,M,,,0
0000012200,2040,9000000004,00000000002020,M,,,409
0000012200,2040,9000000005,00000000002020,M,,,190
0000012200,2040,9000000007,00000000002020,M,,,61
0000012200,2040,9000000009,00000000002020,M,,,46
0000012200,2040,9000000010,00000000002020,M,,,1018
0000012200,2040,9000000012,00000000002020,M,,,64
0000012620,2028,9000000007,00000000002020,M,,,-1
0000012620,2028,9000000011,00000000002020,M,,,-1
0000012620,2029,9000000007,00000000002020,M,,,-1
0000012620,2029,9000000011,00000000002020,M,,,-1
0000012620,2030,9000000007,00000000002020,M,,,-1
0000012620,2030,9000000011,00000000002020,M,,,-1
0000012620,2031,9000000007,00000000002020,M,,,-1
0000012620,2031,9000000011,00000000002020,M,,,-1
0000012620,2032,9000000007,00000000002020,M,,,-1
0000012620,2032,9000000011,00000000002020,M,,,-1
0000012620,2033,9000000007,00000000002020,M,,,-1
0000012620,2033,9000000011,00000000002020,M,,,-1
0000012620,2034,9000000007,00000000002020,M,,,-1
0000012620,2034,9000000011,00000000002020,M,,,-1
0000012620,2035,9000000007,00000000002020,M,,,-1
0000012620,2035,9000000011,00000000002020,M,,,-1
0000012620,2036,9000000007,00000000002020,M,,,-1
0000012620,2036,9000000011,00000000002020,M,,,-1
0000012620,2037,9000000007,00000000002020,M,,,-1
0000012620,2037,9000000011,00000000002020,M,,,-1
0000012620,2038,9000000007,00000000002020,M,,,-1
0000012620,2038,9000000011,00000000002020,M,,,-1
0000012620,2039,9000000007,00000000002020,M,,,-1
0000012620,2039,9000000011,00000000002020,M,,,-1
0000012620,2040,9000000007,00000000002020,M,,,-1
0000012620,2040,9000000011,00000000002020,M,,,-1
0000012670,2026,9000000003,00000000002020,M,,,-11
0000012670,2027,9000000003,00000000002020,M,,,-18
0000012670,2028,9000000003,00000000002020,M,,,-6
0000012670,2028,9000000003,00000000002020,M,,,-13
0000012670,2029,9000000003,00000000002020,M,,,-14
0000012670,2030,9000000003,00000000002020,M,,,-13
0000012670,2031,9000000003,00000000002020,M,,,-6
0000012670,2032,9000000003,00000000002020,M,,,-4
0000012670,2033,9000000003,00000000002020,M,,,-3
0000012745,2029,9000000004,00000000002020,M,,,-8
0000012745,2029,9000000008,00000000002020,M,,,47
0000012745,2030,9000000004,00000000002020,M,,,-13
0000012745,2030,9000000008,00000000002020,M,,,-5
0000012745,2031,9000000004,00000000002020,M,,,-18
0000012745,2031,9000000008,00000000002020,M,,,-5
0000012745,2032,9000000004,00000000002020,M,,,-23
0000012745,2032,9000000008,00000000002020,M,,,-5
0000012745,2033,9000000004,00000000002020,M,,,-27
0000012745,2033,9000000008,00000000002020,M,,,-5
0000012745,2034,9000000004,00000000002020,M,,,-32
0000012745,2034,9000000008,00000000002020,M,,,-5
0000012745,2035,9000000004,00000000002020,M,,,-36
0000012745,2035,9000000008,00000000002020,M,,,-5
0000012745,2036,9000000008,00000000002020,M,,,-5
0000012745,2037,9000000008,00000000002020,M,,,-5
0000012745,2038,9000000008,00000000002020,M,,,-5
0000012745,2039,9000000008,00000000002020,M,,,-3
0000013284,2028,9000000004,00000000002020,M,,,4966
0000013284,2028,9000000005,00000000002020,M,,,1159
0000013284,2028,9000000006,00000000002020,M,,,1648
0000013284,2028,9000000007,00000000002020,M,,,1800
0000013284,2028,9000000009,00000000002020,M,,,885
0000013284,2028,9000000011,00000000002020,M,,,570
0000013284,2029,9000000004,00000000002020,M,,,4966
0000013284,2029,9000000005,00000000002020,M,,,1159
0000013284,2029,9000000006,00000000002020,M,,,165
0000013284,2029,9000000007,00000000002020,M,,,290
0000013284,2029,9000000009,00000000002020,M,,,1514
0000013284,2029,9000000011,00000000002020,M,,,0
0000013284,2029,9000000012,00000000002020,M,,,0
0000013284,2030,9000000004,00000000002020,M,,,4966
0000013284,2030,9000000005,00000000002020,M,,,1159
0000013284,2030,9000000006,00000000002020,M,,,165
0000013284,2030,9000000007,00000000002020,M,,,290
0000013284,2030,9000000009,00000000002020,M,,,1514
0000013284,2030,9000000011,00000000002020,M,,,0
0000013284,2030,9000000012,00000000002020,M,,,0
0000013284,2031,9000000004,00000000002020,M,,,4966
0000013284,2031,9000000005,00000000002020,M,,,1159
0000013284,2031,9000000006,00000000002020,M,,,165
0000013284,2031,9000000007,00000000002020,M,,,290
0000013284,2031,9000000009,00000000002020,M,,,1514
0000013284,2031,9000000011,00000000002020,M,,,0
0000013284,2031,9000000012,00000000002020,M,,,0
0000013284,2032,9000000004,00000000002020,M,,,4966
0000013284,2032,9000000005,00000000002020,M,,,1159
0000013284,2032,9000000006,00000000002020,M,,,165
0000013284,2032,9000000007,00000000002020,M,,,290
0000013284,2032,9000000009,00000000002020,M,,,1514
0000013284,2032,9000000011,00000000002020,M,,,0
0000013284,2032,9000000012,00000000002020,M,,,0
0000013284,2033,9000000004,00000000002020,M,,,4966
0000013284,2033,9000000005,00000000002020,M,,,1159
0000013284,2033,9000000006,00000000002020,M,,,165
0000013284,2033,9000000007,00000000002020,M,,,290
0000013284,2033,9000000009,00000000002020,M,,,1514
0000013284,2033,9000000011,00000000002020,M,,,0
0000013284,2033,9000000012,00000000002020,M,,,0
0000013284,2034,9000000004,00000000002020,M,,,4966
0000013284,2034,9000000005,00000000002020,M,,,1159
0000013284,2034,9000000006,00000000002020,M,,,165
0000013284,2034,9000000007,00000000002020,M,,,290
0000013284,2034,9000000009,00000000002020,M,,,1514
0000013284,2034,9000000011,00000000002020,M,,,0
0000013284,2034,9000000012,00000000002020,M,,,0
0000013284,2035,9000000004,00000000002020,M,,,4966
0000013284,2035,9000000005,00000000002020,M,,,1159
0000013284,2035,9000000006,00000000002020,M,,,165
0000013284,2035,9000000007,00000000002020,M,,,290
0000013284,2035,9000000009,00000000002020,M,,,1514
0000013284,2035,9000000011,00000000002020,M,,,0
0000013284,2035,9000000012,00000000002020,M,,,0
0000013284,2036,9000000004,00000000002020,M,,,4966
0000013284,2036,9000000005,00000000002020,M,,,1159
0000013284,2036,9000000006,00000000002020,M,,,165
0000013284,2036,9000000007,00000000002020,M,,,290
0000013284,2036,9000000009,00000000002020,M,,,1514
0000013284,2036,9000000011,00000000002020,M,,,0
0000013284,2036,9000000012,00000000002020,M,,,0
0000013284,2037,9000000004,00000000002020,M,,,4966
0000013284,2037,9000000005,00000000002020,M,,,1159
0000013284,2037,9000000006,00000000002020,M,,,165
0000013284,2037,9000000007,00000000002020,M,,,290
0000013284,2037,9000000009,00000000002020,M,,,1514
0000013284,2037,9000000011,00000000002020,M,,,0
0000013284,2037,9000000012,00000000002020,M,,,0
0000013284,2038,9000000004,00000000002020,M,,,4966
0000013284,2038,9000000005,00000000002020,M,,,1159
0000013284,2038,9000000006,00000000002020,M,,,165
0000013284,2038,9000000007,00000000002020,M,,,290
0000013284,2038,9000000009,00000000002020,M,,,1514
0000013284,2038,9000000011,00000000002020,M,,,0
0000013284,2038,9000000012,00000000002020,M,,,0
0000013284,2039,9000000004,00000000002020,M,,,4966
0000013284,2039,9000000005,00000000002020,M,,,1159
0000013284,2039,9000000006,00000000002020,M,,,165
0000013284,2039,9000000007,00000000002020,M,,,290
0000013284,2039,9000000009,00000000002020,M,,,1514
0000013284,2039,9000000011,00000000002020,M,,,0
0000013284,2039,9000000012,00000000002020,M,,,0
0000013284,2040,9000000004,00000000002020,M,,,4966
0000013284,2040,9000000005,00000000002020,M,,,1159
0000013284,2040,9000000006,00000000002020,M,,,165
0000013284,2040,9000000007,00000000002020,M,,,290
0000013284,2040,9000000009,00000000002020,M,,,1514
0000013284,2040,9000000011,00000000002020,M,,,0
0000013284,2040,9000000012,00000000002020,M,,,0
0000013285,2029,9000000003,00000000002020,M,,,99
0000013285,2029,9000000004,00000000002020,M,,,64
0000013285,2029,9000000005,00000000002020,M,,,14
0000013285,2029,9000000006,00000000002020,M,,,15
0000013285,2029,9000000007,00000000002020,M,,,19
0000013285,2029,9000000008,00000000002020,M,,,61
0000013285,2029,9000000009,00000000002020,M,,,0
0000013285,2029,9000000010,00000000002020,M,,,265
0000013285,2029,9000000011,00000000002020,M,,,-1
0000013285,2029,9000000012,00000000002020,M,,,0
0000013285,2030,9000000003,00000000002020,M,,,283
0000013285,2030,9000000004,00000000002020,M,,,164
0000013285,2030,9000000005,00000000002020,M,,,29
0000013285,2030,9000000006,00000000002020,M,,,19
0000013285,2030,9000000007,00000000002020,M,,,64
0000013285,2030,9000000008,00000000002020,M,,,215
0000013285,2030,9000000009,00000000002020,M,,,0
0000013285,2030,9000000010,00000000002020,M,,,645
0000013285,2030,9000000011,00000000002020,M,,,-1
0000013285,2030,9000000012,00000000002020,M,,,0
0000013285,2031,9000000003,00000000002020,M,,,314
0000013285,2031,9000000004,00000000002020,M,,,237
0000013285,2031,9000000005,00000000002020,M,,,44
0000013285,2031,9000000006,00000000002020,M,,,19
0000013285,2031,9000000007,00000000002020,M,,,128
0000013285,2031,9000000008,00000000002020,M,,,254
0000013285,2031,9000000009,00000000002020,M,,,0
0000013285,2031,9000000010,00000000002020,M,,,1109
0000013285,2031,9000000011,00000000002020,M,,,-1
0000013285,2031,9000000012,00000000002020,M,,,0
0000013285,2032,9000000003,00000000002020,M,,,370
0000013285,2032,9000000004,00000000002020,M,,,271
0000013285,2032,9000000005,00000000002020,M,,,76
0000013285,2032,9000000006,00000000002020,M,,,19
0000013285,2032,9000000007,00000000002020,M,,,194
0000013285,2032,9000000008,00000000002020,M,,,311
0000013285,2032,9000000009,00000000002020,M,,,0
0000013285,2032,9000000010,00000000002020,M,,,1665
0000013285,2032,9000000011,00000000002020,M,,,-1
0000013285,2032,9000000012,00000000002020,M,,,0
0000013285,2033,9000000003,00000000002020,M,,,391
0000013285,2033,9000000004,00000000002020,M,,,303
0000013285,2033,9000000005,00000000002020,M,,,152
0000013285,2033,9000000006,00000000002020,M,,,19
0000013285,2033,9000000007,00000000002020,M,,,219
0000013285,2033,9000000008,00000000002020,M,,,428
0000013285,2033,9000000009,00000000002020,M,,,0
0000013285,2033,9000000010,00000000002020,M,,,2246
0000013285,2033,9000000011,00000000002020,M,,,-1
0000013285,2033,9000000012,00000000002020,M,,,0
0000013285,2034,9000000003,00000000002020,M,,,411
0000013285,2034,9000000004,00000000002020,M,,,361
0000013285,2034,9000000005,00000000002020,M,,,259
0000013285,2034,9000000006,00000000002020,M,,,20
0000013285,2034,9000000007,00000000002020,M,,,240
0000013285,2034,9000000008,00000000002020,M,,,465
0000013285,2034,9000000009,00000000002020,M,,,0
0000013285,2034,9000000010,00000000002020,M,,,2948
0000013285,2034,9000000011,00000000002020,M,,,-1
0000013285,2034,9000000012,00000000002020,M,,,0
0000013285,2035,9000000003,00000000002020,M,,,431
0000013285,2035,9000000004,00000000002020,M,,,403
0000013285,2035,9000000005,00000000002020,M,,,401
0000013285,2035,9000000006,00000000002020,M,,,20
0000013285,2035,9000000007,00000000002020,M,,,253
