[Year],[Metric],[Metric Sort],[Case],[Value]
2032,Cash Capex,3006,Project Cedar Point |Manual,-360
2032,Cash Capex,3006,Project Copper Bay |Main Plan,-2
2032,Cash Capex,3006,Project Eagle Pass |Manual,-360
2032,Cash Capex,3006,Project Granite Basin |Main Plan,-83
2032,Cash Capex,3006,Project Ironwood |Main Plan,-46
2032,Cash Capex,3006,Project Northstar |Main Plan,-126
2032,Cash Capex,3006,Project Raven Rock |Main Plan,-21
2032,Cash Capex,3006,Project Redcliff |Main Plan,-111
2032,Cash Capex,3006,Project Silver Peak |Main Plan,-261
2032,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2032,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2032,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,455
2032,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,380
2032,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,129
2032,Pre Tax Cash Flow,3008,Project Eagle Pass |Manual,380
2032,Pre Tax Cash Flow,3008,Project Granite Basin |Main Plan,43
2032,Pre Tax Cash Flow,3008,Project Highland Crest |Main Plan,-26
2032,Pre Tax Cash Flow,3008,Project Ironwood |Main Plan,262
2032,Pre Tax Cash Flow,3008,Project Northstar |Main Plan,146
2032,Pre Tax Cash Flow,3008,Project Raven Rock |Main Plan,430
2032,Pre Tax Cash Flow,3008,Project Redcliff |Main Plan,411
2032,Pre Tax Cash Flow,3008,Project Silver Peak |Main Plan,703
2032,Pre Tax Cash Flow,3008,Project Stonehaven |Main Plan,-18
2032,Capital Employed,4001,Project Blue Horizon |Main Plan,84
2032,Capital Employed,4001,Project Cedar Point |Manual,2360
2032,Capital Employed,4001,Project Copper Bay |Main Plan,277
2032,Capital Employed,4001,Project Eagle Pass |Manual,2360
2032,Capital Employed,4001,Project Granite Basin |Main Plan,116
2032,Capital Employed,4001,Project Highland Crest |Main Plan,2314
2032,Capital Employed,4001,Project Ironwood |Main Plan,324
2032,Capital Employed,4001,Project Northstar |Main Plan,128
2032,Capital Employed,4001,Project Raven Rock |Main Plan,-419
2032,Capital Employed,4001,Project Redcliff |Main Plan,708
2032,Capital Employed,4001,Project Silver Peak |Main Plan,2427
2032,Capital Employed,4001,Project Stonehaven |Main Plan,-261
2033,Total Production (mboed),1001,Project Blue Horizon |Main Plan,99
2033,Total Production (mboed),1001,Project Cedar Point |Manual,30
2033,Total Production (mboed),1001,Project Copper Bay |Main Plan,14
2033,Total Production (mboed),1001,Project Eagle Pass |Manual,30
2033,Total Production (mboed),1001,Project Granite Basin |Main Plan,28
2033,Total Production (mboed),1001,Project Ironwood |Main Plan,29
2033,Total Production (mboed),1001,Project Northstar |Main Plan,26
2033,Total Production (mboed),1001,Project Raven Rock |Main Plan,60
2033,Total Production (mboed),1001,Project Redcliff |Main Plan,45
2033,Total Production (mboed),1001,Project Silver Peak |Main Plan,48
2033,Total Production (mboed),1001,Project Stonehaven |Main Plan,6
2033,Oil Production (mb/d),1002,Project Blue Horizon |Main Plan,99
2033,Oil Production (mb/d),1002,Project Cedar Point |Manual,30
2033,Oil Production (mb/d),1002,Project Copper Bay |Main Plan,14
2033,Oil Production (mb/d),1002,Project Eagle Pass |Manual,30
2033,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,6
2033,Oil Production (mb/d),1002,Project Ironwood |Main Plan,3
2033,Oil Production (mb/d),1002,Project Northstar |Main Plan,26
2033,Oil Production (mb/d),1002,Project Raven Rock |Main Plan,1
2033,Oil Production (mb/d),1002,Project Redcliff |Main Plan,6
2033,Oil Production (mb/d),1002,Project Silver Peak |Main Plan,48
2033,Oil Production (mb/d),1002,Project Stonehaven |Main Plan,5
2033,NGL Production (mb/d),1003,Project Cedar Point |Manual,0
2033,NGL Production (mb/d),1003,Project Eagle Pass |Manual,0
2033,NGL Production (mb/d),1003,Project Ironwood |Main Plan,2
2033,NGL Production (mb/d),1003,Project Raven Rock |Main Plan,3
2033,NGL Production (mb/d),1003,Project Redcliff |Main Plan,1
2033,NGL Production (mb/d),1003,Project Stonehaven |Main Plan,0
2033,Gas Production (mmscf/d),1004,Project Cedar Point |Manual,0
2033,Gas Production (mmscf/d),1004,Project Eagle Pass |Manual,0
2033,Gas Production (mmscf/d),1004,Project Granite Basin |Main Plan,129
2033,Gas Production (mmscf/d),1004,Project Ironwood |Main Plan,134
2033,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,324
2033,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,222
2033,Gas Production (mmscf/d),1004,Project Stonehaven |Main Plan,5
2033,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,99
2033,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,30
2033,Revenue Generating Total Prod (mboed),1005,Project Copper Bay |Main Plan,14
2033,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,30
2033,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,28
2033,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,26
2033,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,26
2033,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,60
2033,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,41
2033,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,48
2033,Revenue Generating Total Prod (mboed),1005,Project Stonehaven |Main Plan,6
2033,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-24
2033,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2033,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2033,Equity Accounted Total Production (mboed),1009,Project Ironwood |Main Plan,-3
2033,Equity Accounted NGL Production,1011,Project Ironwood |Main Plan,-3
2033,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,99
2033,Liquids Production (mboed),1013,Project Cedar Point |Manual,30
2033,Liquids Production (mboed),1013,Project Copper Bay |Main Plan,14
2033,Liquids Production (mboed),1013,Project Eagle Pass |Manual,30
2033,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,6
2033,Liquids Production (mboed),1013,Project Ironwood |Main Plan,5
2033,Liquids Production (mboed),1013,Project Northstar |Main Plan,26
2033,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,4
2033,Liquids Production (mboed),1013,Project Redcliff |Main Plan,7
2033,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,48
2033,Liquids Production (mboed),1013,Project Stonehaven |Main Plan,5
2033,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,36.135
2033,Revenue Generating Total Prod (mboe),1015,Project Copper Bay |Main Plan,5.11
2033,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,10.22
2033,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,9.49
2033,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,9.49
2033,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,21.9
2033,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,14.965
2033,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,17.52
2033,Revenue Generating Total Prod (mboe),1015,Project Stonehaven |Main Plan,2.19
2033,Gross Margin,2001,Project Blue Horizon |Main Plan,1998
2033,Gross Margin,2001,Project Cedar Point |Manual,1040
2033,Gross Margin,2001,Project Copper Bay |Main Plan,321
2033,Gross Margin,2001,Project Eagle Pass |Manual,1040
2033,Gross Margin,2001,Project Granite Basin |Main Plan,322
2033,Gross Margin,2001,Project Ironwood |Main Plan,327
2033,Gross Margin,2001,Project Northstar |Main Plan,553
2033,Gross Margin,2001,Project Raven Rock |Main Plan,387
2033,Gross Margin,2001,Project Redcliff |Main Plan,599
2033,Gross Margin,2001,Project Silver Peak |Main Plan,1156
2033,Gross Margin,2001,Project Stonehaven |Main Plan,185
2033,Total Cash Costs,2002,Project Blue Horizon |Main Plan,-421
2033,Total Cash Costs,2002,Project Cedar Point |Manual,-250
2033,Total Cash Costs,2002,Project Copper Bay |Main Plan,-162
2033,Total Cash Costs,2002,Project Eagle Pass |Manual,-250
2033,Total Cash Costs,2002,Project Granite Basin |Main Plan,-191
2033,Total Cash Costs,2002,Project Ironwood |Main Plan,-43
2033,Total Cash Costs,2002,Project Northstar |Main Plan,-246
2033,Total Cash Costs,2002,Project Raven Rock |Main Plan,-14
2033,Total Cash Costs,2002,Project Redcliff |Main Plan,-188
2033,Total Cash Costs,2002,Project Silver Peak |Main Plan,-234
2033,Total Cash Costs,2002,Project Stonehaven |Main Plan,-148
2033,Production Costs,2003,Project Blue Horizon |Main Plan,-421
2033,Production Costs,2003,Project Cedar Point |Manual,-190
2033,Production Costs,2003,Project Copper Bay |Main Plan,-160
2033,Production Costs,2003,Project Eagle Pass |Manual,-190
2033,Production Costs,2003,Project Granite Basin |Main Plan,-64
2033,Production Costs,2003,Project Ironwood |Main Plan,-43
2033,Production Costs,2003,Project Northstar |Main Plan,-246
2033,Production Costs,2003,Project Raven Rock |Main Plan,-14
2033,Production Costs,2003,Project Redcliff |Main Plan,-73
2033,Production Costs,2003,Project Silver Peak |Main Plan,-151
2033,Production Costs,2003,Project Stonehaven |Main Plan,-68
2033,EBITDA,2004,Project Blue Horizon |Main Plan,1577
2033,EBITDA,2004,Project Cedar Point |Manual,790
2033,EBITDA,2004,Project Copper Bay |Main Plan,159
2033,EBITDA,2004,Project Eagle Pass |Manual,790
2033,EBITDA,2004,Project Granite Basin |Main Plan,131
2033,EBITDA,2004,Project Ironwood |Main Plan,286
2033,EBITDA,2004,Project Northstar |Main Plan,307
2033,EBITDA,2004,Project Raven Rock |Main Plan,373
2033,EBITDA,2004,Project Redcliff |Main Plan,411
2033,EBITDA,2004,Project Silver Peak |Main Plan,922
2033,EBITDA,2004,Project Stonehaven |Main Plan,37
2033,DD&A Charge,2005,Project Blue Horizon |Main Plan,-1109
2033,DD&A Charge,2005,Project Cedar Point |Manual,-510
2033,DD&A Charge,2005,Project Copper Bay |Main Plan,-128
2033,DD&A Charge,2005,Project Eagle Pass |Manual,-510
2033,DD&A Charge,2005,Project Granite Basin |Main Plan,-147
2033,DD&A Charge,2005,Project Highland Crest |Main Plan,-47
2033,DD&A Charge,2005,Project Ironwood |Main Plan,-152
2033,DD&A Charge,2005,Project Northstar |Main Plan,-154
2033,DD&A Charge,2005,Project Raven Rock |Main Plan,-219
2033,DD&A Charge,2005,Project Redcliff |Main Plan,-176
2033,DD&A Charge,2005,Project Silver Peak |Main Plan,-584
2033,DD&A Charge,2005,Project Stonehaven |Main Plan,-70
2033,Related Company Income,2006,Project Cedar Point |Manual,0
2033,Related Company Income,2006,Project Eagle Pass |Manual,0
2033,Related Company Income,2006,Project Ironwood |Main Plan,2
2033,Underlying RCOP,2007,Project Blue Horizon |Main Plan,468
2033,Underlying RCOP,2007,Project Cedar Point |Manual,290
2033,Underlying RCOP,2007,Project Copper Bay |Main Plan,31
2033,Underlying RCOP,2007,Project Eagle Pass |Manual,290
2033,Underlying RCOP,2007,Project Granite Basin |Main Plan,-16
2033,Underlying RCOP,2007,Project Highland Crest |Main Plan,-47
2033,Underlying RCOP,2007,Project Ironwood |Main Plan,134
2033,Underlying RCOP,2007,Project Northstar |Main Plan,153
2033,Underlying RCOP,2007,Project Raven Rock |Main Plan,154
2033,Underlying RCOP,2007,Project Redcliff |Main Plan,235
2033,Underlying RCOP,2007,Project Silver Peak |Main Plan,338
2033,Underlying RCOP,2007,Project Stonehaven |Main Plan,-33
2033,Working Capital Changes (SEA),3001,Project Blue Horizon |Main Plan,-14
2033,Working Capital Changes (SEA),3001,Project Cedar Point |Manual,-120
2033,Working Capital Changes (SEA),3001,Project Copper Bay |Main Plan,-62
2033,Working Capital Changes (SEA),3001,Project Eagle Pass |Manual,-120
2033,Working Capital Changes (SEA),3001,Project Granite Basin |Main Plan,-1
2033,Working Capital Changes (SEA),3001,Project Highland Crest |Main Plan,-63
2033,Working Capital Changes (SEA),3001,Project Raven Rock |Main Plan,12
2033,Working Capital Changes (SEA),3001,Project Redcliff |Main Plan,5
2033,Working Capital Changes (SEA),3001,Project Silver Peak |Main Plan,5
2033,Working Capital Changes (SEA),3001,Project Stonehaven |Main Plan,-34
2033,Decommissioning Payments,3002,Project Cedar Point |Manual,-120
2033,Decommissioning Payments,3002,Project Copper Bay |Main Plan,-64
2033,Decommissioning Payments,3002,Project Eagle Pass |Manual,-120
2033,Decommissioning Payments,3002,Project Highland Crest |Main Plan,-63
2033,Decommissioning Payments,3002,Project Redcliff |Main Plan,-5
2033,Decommissioning Payments,3002,Project Stonehaven |Main Plan,-31
2033,Lease Interest paid,3003,Project Cedar Point |Manual,0
2033,Lease Interest paid,3003,Project Eagle Pass |Manual,0
2033,Total Dividend Received,3004,Project Cedar Point |Manual,0
2033,Total Dividend Received,3004,Project Eagle Pass |Manual,0
2033,Total Dividend Received,3004,Project Ironwood |Main Plan,2
2033,Operating Cashflow,3005,Project Blue Horizon |Main Plan,1559
2033,Operating Cashflow,3005,Project Cedar Point |Manual,680
2033,Operating Cashflow,3005,Project Copper Bay |Main Plan,96
2033,Operating Cashflow,3005,Project Eagle Pass |Manual,680
2033,Operating Cashflow,3005,Project Granite Basin |Main Plan,129
2033,Operating Cashflow,3005,Project Highland Crest |Main Plan,-64
2033,Operating Cashflow,3005,Project Ironwood |Main Plan,284
2033,Operating Cashflow,3005,Project Northstar |Main Plan,306
2033,Operating Cashflow,3005,Project Raven Rock |Main Plan,384
2033,Operating Cashflow,3005,Project Redcliff |Main Plan,415
2033,Operating Cashflow,3005,Project Silver Peak |Main Plan,926
2033,Operating Cashflow,3005,Project Stonehaven |Main Plan,2
2033,Cash Capex,3006,Project Blue Horizon |Main Plan,-1147
2033,Cash Capex,3006,Project Cedar Point |Manual,-310
2033,Cash Capex,3006,Project Copper Bay |Main Plan,-2
2033,Cash Capex,3006,Project Eagle Pass |Manual,-310
2033,Cash Capex,3006,Project Granite Basin |Main Plan,-114
2033,Cash Capex,3006,Project Ironwood |Main Plan,-21
2033,Cash Capex,3006,Project Northstar |Main Plan,-124
2033,Cash Capex,3006,Project Raven Rock |Main Plan,-22
2033,Cash Capex,3006,Project Redcliff |Main Plan,-88
2033,Cash Capex,3006,Project Silver Peak |Main Plan,-283
2033,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2033,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2033,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,412
2033,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,380
2033,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,94
2033,Pre Tax Cash Flow,3008,Project Eagle Pass |Manual,380
2033,Pre Tax Cash Flow,3008,Project Granite Basin |Main Plan,15
2033,Pre Tax Cash Flow,3008,Project Highland Crest |Main Plan,-64
2033,Pre Tax Cash Flow,3008,Project Ironwood |Main Plan,263
2033,Pre Tax Cash Flow,3008,Project Northstar |Main Plan,177
2033,Pre Tax Cash Flow,3008,Project Raven Rock |Main Plan,362
2033,Pre Tax Cash Flow,3008,Project Redcliff |Main Plan,327
2033,Pre Tax Cash Flow,3008,Project Silver Peak |Main Plan,616
2033,Pre Tax Cash Flow,3008,Project Stonehaven |Main Plan,2
2033,Capital Employed,4001,Project Blue Horizon |Main Plan,134
2033,Capital Employed,4001,Project Cedar Point |Manual,2240
2033,Capital Employed,4001,Project Copper Bay |Main Plan,208
2033,Capital Employed,4001,Project Eagle Pass |Manual,2240
2033,Capital Employed,4001,Project Granite Basin |Main Plan,73
2033,Capital Employed,4001,Project Highland Crest |Main Plan,2329
2033,Capital Employed,4001,Project Ironwood |Main Plan,192
2033,Capital Employed,4001,Project Northstar |Main Plan,103
2033,Capital Employed,4001,Project Raven Rock |Main Plan,-630
2033,Capital Employed,4001,Project Redcliff |Main Plan,595
2033,Capital Employed,4001,Project Silver Peak |Main Plan,2086
2033,Capital Employed,4001,Project Stonehaven |Main Plan,-297
2034,Total Production (mboed),1001,Project Blue Horizon |Main Plan,113
2034,Total Production (mboed),1001,Project Cedar Point |Manual,30
2034,Total Production (mboed),1001,Project Copper Bay |Main Plan,12
2034,Total Production (mboed),1001,Project Eagle Pass |Manual,30
2034,Total Production (mboed),1001,Project Granite Basin |Main Plan,30
2034,Total Production (mboed),1001,Project Ironwood |Main Plan,17
2034,Total Production (mboed),1001,Project Northstar |Main Plan,25
2034,Total Production (mboed),1001,Project Raven Rock |Main Plan,39
2034,Total Production (mboed),1001,Project Redcliff |Main Plan,39
2034,Total Production (mboed),1001,Project Silver Peak |Main Plan,46
2034,Oil Production (mb/d),1002,Project Blue Horizon |Main Plan,113
2034,Oil Production (mb/d),1002,Project Cedar Point |Manual,30
2034,Oil Production (mb/d),1002,Project Copper Bay |Main Plan,12
2034,Oil Production (mb/d),1002,Project Eagle Pass |Manual,30
2034,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,6
2034,Oil Production (mb/d),1002,Project Ironwood |Main Plan,2
2034,Oil Production (mb/d),1002,Project Northstar |Main Plan,25
2034,Oil Production (mb/d),1002,Project Raven Rock |Main Plan,1
2034,Oil Production (mb/d),1002,Project Redcliff |Main Plan,5
2034,Oil Production (mb/d),1002,Project Silver Peak |Main Plan,46
2034,NGL Production (mb/d),1003,Project Cedar Point |Manual,0
2034,NGL Production (mb/d),1003,Project Eagle Pass |Manual,0
2034,NGL Production (mb/d),1003,Project Ironwood |Main Plan,2
2034,NGL Production (mb/d),1003,Project Raven Rock |Main Plan,1
2034,NGL Production (mb/d),1003,Project Redcliff |Main Plan,0
2034,Gas Production (mmscf/d),1004,Project Cedar Point |Manual,0
2034,Gas Production (mmscf/d),1004,Project Eagle Pass |Manual,0
2034,Gas Production (mmscf/d),1004,Project Granite Basin |Main Plan,140
2034,Gas Production (mmscf/d),1004,Project Ironwood |Main Plan,79
2034,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,216
2034,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,193
2034,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,113
2034,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,30
2034,Revenue Generating Total Prod (mboed),1005,Project Copper Bay |Main Plan,12
2034,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,30
2034,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,30
2034,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,15
2034,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,25
2034,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,39
2034,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,36
2034,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,46
2034,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-21
2034,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2034,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2034,Equity Accounted Total Production (mboed),1009,Project Ironwood |Main Plan,-3
2034,Equity Accounted NGL Production,1011,Project Ironwood |Main Plan,-3
2034,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,113
2034,Liquids Production (mboed),1013,Project Cedar Point |Manual,30
2034,Liquids Production (mboed),1013,Project Copper Bay |Main Plan,12
2034,Liquids Production (mboed),1013,Project Eagle Pass |Manual,30
2034,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,6
2034,Liquids Production (mboed),1013,Project Ironwood |Main Plan,4
2034,Liquids Production (mboed),1013,Project Northstar |Main Plan,25
2034,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,2
2034,Liquids Production (mboed),1013,Project Redcliff |Main Plan,5
2034,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,46
2034,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,41.245
2034,Revenue Generating Total Prod (mboe),1015,Project Copper Bay |Main Plan,4.38
2034,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,10.95
2034,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,5.475
2034,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,9.125
2034,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,14.235
2034,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,13.14
2034,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,16.79
2034,Gross Margin,2001,Project Blue Horizon |Main Plan,2319
2034,Gross Margin,2001,Project Cedar Point |Manual,1020
2034,Gross Margin,2001,Project Copper Bay |Main Plan,280
2034,Gross Margin,2001,Project Eagle Pass |Manual,1020
2034,Gross Margin,2001,Project Granite Basin |Main Plan,342
2034,Gross Margin,2001,Project Ironwood |Main Plan,191
2034,Gross Margin,2001,Project Northstar |Main Plan,556
2034,Gross Margin,2001,Project Raven Rock |Main Plan,266
2034,Gross Margin,2001,Project Redcliff |Main Plan,524
2034,Gross Margin,2001,Project Silver Peak |Main Plan,1088
2034,Total Cash Costs,2002,Project Blue Horizon |Main Plan,-438
2034,Total Cash Costs,2002,Project Cedar Point |Manual,-250
2034,Total Cash Costs,2002,Project Copper Bay |Main Plan,-161
2034,Total Cash Costs,2002,Project Eagle Pass |Manual,-250
2034,Total Cash Costs,2002,Project Granite Basin |Main Plan,-201
2034,Total Cash Costs,2002,Project Ironwood |Main Plan,-37
2034,Total Cash Costs,2002,Project Northstar |Main Plan,-246
2034,Total Cash Costs,2002,Project Raven Rock |Main Plan,-14
2034,Total Cash Costs,2002,Project Redcliff |Main Plan,-172
2034,Total Cash Costs,2002,Project Silver Peak |Main Plan,-239
2034,Production Costs,2003,Project Blue Horizon |Main Plan,-438
2034,Production Costs,2003,Project Cedar Point |Manual,-190
2034,Production Costs,2003,Project Copper Bay |Main Plan,-159
2034,Production Costs,2003,Project Eagle Pass |Manual,-190
2034,Production Costs,2003,Project Granite Basin |Main Plan,-67
2034,Production Costs,2003,Project Ironwood |Main Plan,-37
2034,Production Costs,2003,Project Northstar |Main Plan,-246
2034,Production Costs,2003,Project Raven Rock |Main Plan,-14
2034,Production Costs,2003,Project Redcliff |Main Plan,-70
2034,Production Costs,2003,Project Silver Peak |Main Plan,-160
2034,EBITDA,2004,Project Blue Horizon |Main Plan,1881
2034,EBITDA,2004,Project Cedar Point |Manual,770
2034,EBITDA,2004,Project Copper Bay |Main Plan,119
2034,EBITDA,2004,Project Eagle Pass |Manual,770
2034,EBITDA,2004,Project Granite Basin |Main Plan,141
2034,EBITDA,2004,Project Ironwood |Main Plan,154
2034,EBITDA,2004,Project Northstar |Main Plan,310
2034,EBITDA,2004,Project Raven Rock |Main Plan,252
2034,EBITDA,2004,Project Redcliff |Main Plan,352
2034,EBITDA,2004,Project Silver Peak |Main Plan,849
2034,DD&A Charge,2005,Project Blue Horizon |Main Plan,-1325
2034,DD&A Charge,2005,Project Cedar Point |Manual,-490
2034,DD&A Charge,2005,Project Copper Bay |Main Plan,-103
2034,DD&A Charge,2005,Project Eagle Pass |Manual,-490
2034,DD&A Charge,2005,Project Granite Basin |Main Plan,-158
2034,DD&A Charge,2005,Project Highland Crest |Main Plan,-47
2034,DD&A Charge,2005,Project Ironwood |Main Plan,-87
2034,DD&A Charge,2005,Project Northstar |Main Plan,-142
2034,DD&A Charge,2005,Project Raven Rock |Main Plan,-147
2034,DD&A Charge,2005,Project Redcliff |Main Plan,-153
2034,DD&A Charge,2005,Project Silver Peak |Main Plan,-559
2034,Related Company Income,2006,Project Cedar Point |Manual,0
2034,Related Company Income,2006,Project Eagle Pass |Manual,0
2034,Related Company Income,2006,Project Ironwood |Main Plan,0
2034,Underlying RCOP,2007,Project Blue Horizon |Main Plan,556
2034,Underlying RCOP,2007,Project Cedar Point |Manual,290
2034,Underlying RCOP,2007,Project Copper Bay |Main Plan,16
2034,Underlying RCOP,2007,Project Eagle Pass |Manual,290
2034,Underlying RCOP,2007,Project Granite Basin |Main Plan,-17
2034,Underlying RCOP,2007,Project Highland Crest |Main Plan,-47
2034,Underlying RCOP,2007,Project Ironwood |Main Plan,67
2034,Underlying RCOP,2007,Project Northstar |Main Plan,168
2034,Underlying RCOP,2007,Project Raven Rock |Main Plan,105
2034,Underlying RCOP,2007,Project Redcliff |Main Plan,199
2034,Underlying RCOP,2007,Project Silver Peak |Main Plan,290
2034,Working Capital Changes (SEA),3001,Project Blue Horizon |Main Plan,-24
2034,Working Capital Changes (SEA),3001,Project Cedar Point |Manual,-120
2034,Working Capital Changes (SEA),3001,Project Copper Bay |Main Plan,-57
2034,Working Capital Changes (SEA),3001,Project Eagle Pass |Manual,-120
2034,Working Capital Changes (SEA),3001,Project Granite Basin |Main Plan,-3
2034,Working Capital Changes (SEA),3001,Project Highland Crest |Main Plan,-10
2034,Working Capital Changes (SEA),3001,Project Raven Rock |Main Plan,24
2034,Working Capital Changes (SEA),3001,Project Redcliff |Main Plan,1
2034,Working Capital Changes (SEA),3001,Project Silver Peak |Main Plan,5
2034,Working Capital Changes (SEA),3001,Project Stonehaven |Main Plan,-94
2034,Decommissioning Payments,3002,Project Cedar Point |Manual,-120
2034,Decommissioning Payments,3002,Project Copper Bay |Main Plan,-59
2034,Decommissioning Payments,3002,Project Eagle Pass |Manual,-120
2034,Decommissioning Payments,3002,Project Highland Crest |Main Plan,-10
2034,Decommissioning Payments,3002,Project Redcliff |Main Plan,-3
2034,Decommissioning Payments,3002,Project Stonehaven |Main Plan,-85
2034,Lease Interest paid,3003,Project Cedar Point |Manual,0
2034,Lease Interest paid,3003,Project Eagle Pass |Manual,0
2034,Total Dividend Received,3004,Project Cedar Point |Manual,0
2034,Total Dividend Received,3004,Project Eagle Pass |Manual,0
2034,Total Dividend Received,3004,Project Ironwood |Main Plan,0
2034,Operating Cashflow,3005,Project Blue Horizon |Main Plan,1853
2034,Operating Cashflow,3005,Project Cedar Point |Manual,660
2034,Operating Cashflow,3005,Project Copper Bay |Main Plan,61
2034,Operating Cashflow,3005,Project Eagle Pass |Manual,660
2034,Operating Cashflow,3005,Project Granite Basin |Main Plan,137
2034,Operating Cashflow,3005,Project Highland Crest |Main Plan,-11
2034,Operating Cashflow,3005,Project Ironwood |Main Plan,153
2034,Operating Cashflow,3005,Project Northstar |Main Plan,309
2034,Operating Cashflow,3005,Project Raven Rock |Main Plan,275
2034,Operating Cashflow,3005,Project Redcliff |Main Plan,352
2034,Operating Cashflow,3005,Project Silver Peak |Main Plan,853
2034,Operating Cashflow,3005,Project Stonehaven |Main Plan,-94
2034,Cash Capex,3006,Project Blue Horizon |Main Plan,-1412
2034,Cash Capex,3006,Project Cedar Point |Manual,-300
2034,Cash Capex,3006,Project Copper Bay |Main Plan,-2
2034,Cash Capex,3006,Project Eagle Pass |Manual,-300
2034,Cash Capex,3006,Project Granite Basin |Main Plan,-148
2034,Cash Capex,3006,Project Ironwood |Main Plan,-20
2034,Cash Capex,3006,Project Northstar |Main Plan,-78
2034,Cash Capex,3006,Project Raven Rock |Main Plan,-22
2034,Cash Capex,3006,Project Redcliff |Main Plan,-69
2034,Cash Capex,3006,Project Silver Peak |Main Plan,-244
2034,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2034,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2034,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,441
2034,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,370
2034,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,59
